"Date","Municipality","Trip Duration","Membership Type","No of Trips","Miles Travelled"
"7/1/2014","Alexandria, VA","1.5 - 2 hr","24-hr Pass","68","0"
"7/1/2014","Alexandria, VA","1.5 - 2 hr","Annual","6","0"
"7/1/2014","Alexandria, VA","2 - 3 hr","24-hr Pass","45","0"
"7/1/2014","Alexandria, VA","2 - 3 hr","Annual","2","0"
"7/1/2014","Alexandria, VA","3 - 4 hr","24-hr Pass","20","0"
"7/1/2014","Alexandria, VA","3 - 4 hr","Annual","0","0"
"7/1/2014","Alexandria, VA","4 - 5 hr","24-hr Pass","4","0"
"7/1/2014","Alexandria, VA","4 - 5 hr","Annual","0","0"
"7/1/2014","Alexandria, VA","5 - 24 hr","24-hr Pass","7","0"
"7/1/2014","Alexandria, VA","5 - 24 hr","Annual","1","0"
"7/1/2014","Arlington, VA","<0.5 hr","24-hr Pass","3453","0"
"7/1/2014","Arlington, VA","<0.5 hr","Annual","18257","53942"
"7/1/2014","Arlington, VA","0.5 - 1 hr","24-hr Pass","1217","0"
"7/1/2014","Arlington, VA","0.5 - 1 hr","Annual","632","0"
"7/1/2014","Arlington, VA","1 - 1.5 hr","24-hr Pass","530","0"
"7/1/2014","Arlington, VA","1 - 1.5 hr","Annual","51","0"
"7/1/2014","Arlington, VA","1.5 - 2 hr","24-hr Pass","236","0"
"7/1/2014","Arlington, VA","1.5 - 2 hr","Annual","12","0"
"7/1/2014","Arlington, VA","2 - 3 hr","24-hr Pass","185","0"
"7/1/2014","Arlington, VA","2 - 3 hr","Annual","15","0"
"7/1/2014","Arlington, VA","3 - 4 hr","24-hr Pass","60","0"
"7/1/2014","Arlington, VA","3 - 4 hr","Annual","5","0"
"7/1/2014","Arlington, VA","4 - 5 hr","24-hr Pass","49","0"
"7/1/2014","Arlington, VA","4 - 5 hr","Annual","2","0"
"7/1/2014","Arlington, VA","5 - 24 hr","24-hr Pass","35","0"
"7/1/2014","Arlington, VA","5 - 24 hr","Annual","3","0"
"7/1/2014","Rest of Montgomery County","<0.5 hr","24-hr Pass","408","0"
"7/1/2014","Rest of Montgomery County","<0.5 hr","Annual","2593","11040"
"7/1/2014","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","245","0"
"7/1/2014","Rest of Montgomery County","0.5 - 1 hr","Annual","210","0"
"7/1/2014","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","168","0"
"7/1/2014","Rest of Montgomery County","1 - 1.5 hr","Annual","30","0"
"7/1/2014","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","58","0"
"7/1/2014","Rest of Montgomery County","1.5 - 2 hr","Annual","6","0"
"7/1/2014","Rest of Montgomery County","2 - 3 hr","24-hr Pass","58","0"
"7/1/2014","Rest of Montgomery County","2 - 3 hr","Annual","4","0"
"7/1/2014","Rest of Montgomery County","3 - 4 hr","24-hr Pass","26","0"
"7/1/2014","Rest of Montgomery County","3 - 4 hr","Annual","1","0"
"7/1/2014","Rest of Montgomery County","4 - 5 hr","24-hr Pass","2","0"
"7/1/2014","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"7/1/2014","Rest of Montgomery County","5 - 24 hr","24-hr Pass","6","0"
"7/1/2014","Rest of Montgomery County","5 - 24 hr","Annual","3","0"
"7/1/2014","Rockville/Shady Grove","<0.5 hr","24-hr Pass","180","0"
"7/1/2014","Rockville/Shady Grove","<0.5 hr","Annual","641","2520"
"7/1/2014","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","55","0"
"7/1/2014","Rockville/Shady Grove","0.5 - 1 hr","Annual","9","0"
"7/1/2014","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","43","0"
"7/1/2014","Rockville/Shady Grove","1 - 1.5 hr","Annual","1","0"
"7/1/2014","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","15","0"
"7/1/2014","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"7/1/2014","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","5","0"
"7/1/2014","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"7/1/2014","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","3","0"
"7/1/2014","Rockville/Shady Grove","3 - 4 hr","Annual","1","0"
"7/1/2014","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"7/1/2014","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"7/1/2014","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","7","0"
"7/1/2014","Rockville/Shady Grove","5 - 24 hr","Annual","1","0"
"7/1/2014","Washington, DC","<0.5 hr","24-hr Pass","58723","0"
"7/1/2014","Washington, DC","<0.5 hr","Annual","206035","695194"
"7/1/2014","Washington, DC","0.5 - 1 hr","24-hr Pass","14142","0"
"7/1/2014","Washington, DC","0.5 - 1 hr","Annual","4346","0"
"7/1/2014","Washington, DC","1 - 1.5 hr","24-hr Pass","6324","0"
"7/1/2014","Washington, DC","1 - 1.5 hr","Annual","451","0"
"7/1/2014","Washington, DC","1.5 - 2 hr","24-hr Pass","3334","0"
"7/1/2014","Washington, DC","1.5 - 2 hr","Annual","113","0"
"7/1/2014","Washington, DC","2 - 3 hr","24-hr Pass","2762","0"
"7/1/2014","Washington, DC","2 - 3 hr","Annual","99","0"
"7/1/2014","Washington, DC","3 - 4 hr","24-hr Pass","776","0"
"7/1/2014","Washington, DC","3 - 4 hr","Annual","29","0"
"7/1/2014","Washington, DC","4 - 5 hr","24-hr Pass","288","0"
"7/1/2014","Washington, DC","4 - 5 hr","Annual","13","0"
"7/1/2014","Washington, DC","5 - 24 hr","24-hr Pass","326","0"
"7/1/2014","Washington, DC","5 - 24 hr","Annual","64","0"
"8/1/2014","Alexandria, VA","<0.5 hr","24-hr Pass","497","0"
"8/1/2014","Alexandria, VA","<0.5 hr","Annual","1988","9111"
"8/1/2014","Alexandria, VA","0.5 - 1 hr","24-hr Pass","191","0"
"8/1/2014","Alexandria, VA","0.5 - 1 hr","Annual","113","0"
"8/1/2014","Alexandria, VA","1 - 1.5 hr","24-hr Pass","141","0"
"8/1/2014","Alexandria, VA","1 - 1.5 hr","Annual","11","0"
"8/1/2014","Alexandria, VA","1.5 - 2 hr","24-hr Pass","66","0"
"8/1/2014","Alexandria, VA","1.5 - 2 hr","Annual","3","0"
"8/1/2014","Alexandria, VA","2 - 3 hr","24-hr Pass","52","0"
"8/1/2014","Alexandria, VA","2 - 3 hr","Annual","4","0"
"8/1/2014","Alexandria, VA","3 - 4 hr","24-hr Pass","20","0"
"8/1/2014","Alexandria, VA","3 - 4 hr","Annual","0","0"
"8/1/2014","Alexandria, VA","4 - 5 hr","24-hr Pass","6","0"
"8/1/2014","Alexandria, VA","4 - 5 hr","Annual","0","0"
"8/1/2014","Alexandria, VA","5 - 24 hr","24-hr Pass","19","0"
"8/1/2014","Alexandria, VA","5 - 24 hr","Annual","2","0"
"8/1/2014","Arlington, VA","<0.5 hr","24-hr Pass","3700","0"
"8/1/2014","Arlington, VA","<0.5 hr","Annual","17778","52565"
"8/1/2014","Arlington, VA","0.5 - 1 hr","24-hr Pass","1203","0"
"8/1/2014","Arlington, VA","0.5 - 1 hr","Annual","583","0"
"8/1/2014","Arlington, VA","1 - 1.5 hr","24-hr Pass","463","0"
"8/1/2014","Arlington, VA","1 - 1.5 hr","Annual","48","0"
"8/1/2014","Arlington, VA","1.5 - 2 hr","24-hr Pass","265","0"
"8/1/2014","Arlington, VA","1.5 - 2 hr","Annual","13","0"
"8/1/2014","Arlington, VA","2 - 3 hr","24-hr Pass","224","0"
"8/1/2014","Arlington, VA","2 - 3 hr","Annual","10","0"
"8/1/2014","Arlington, VA","3 - 4 hr","24-hr Pass","57","0"
"8/1/2014","Arlington, VA","3 - 4 hr","Annual","1","0"
"8/1/2014","Arlington, VA","4 - 5 hr","24-hr Pass","16","0"
"8/1/2014","Arlington, VA","4 - 5 hr","Annual","3","0"
"8/1/2014","Arlington, VA","5 - 24 hr","24-hr Pass","29","0"
"8/1/2014","Arlington, VA","5 - 24 hr","Annual","5","0"
"8/1/2014","Rest of Montgomery County","<0.5 hr","24-hr Pass","426","0"
"8/1/2014","Rest of Montgomery County","<0.5 hr","Annual","2507","11312"
"8/1/2014","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","271","0"
"8/1/2014","Rest of Montgomery County","0.5 - 1 hr","Annual","264","0"
"8/1/2014","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","179","0"
"8/1/2014","Rest of Montgomery County","1 - 1.5 hr","Annual","33","0"
"8/1/2014","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","46","0"
"8/1/2014","Rest of Montgomery County","1.5 - 2 hr","Annual","3","0"
"8/1/2014","Rest of Montgomery County","2 - 3 hr","24-hr Pass","61","0"
"8/1/2014","Rest of Montgomery County","2 - 3 hr","Annual","4","0"
"8/1/2014","Rest of Montgomery County","3 - 4 hr","24-hr Pass","11","0"
"8/1/2014","Rest of Montgomery County","3 - 4 hr","Annual","1","0"
"8/1/2014","Rest of Montgomery County","4 - 5 hr","24-hr Pass","6","0"
"8/1/2014","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"8/1/2014","Rest of Montgomery County","5 - 24 hr","24-hr Pass","15","0"
"8/1/2014","Rest of Montgomery County","5 - 24 hr","Annual","3","0"
"8/1/2014","Rockville/Shady Grove","<0.5 hr","24-hr Pass","74","0"
"8/1/2014","Rockville/Shady Grove","<0.5 hr","Annual","583","1814"
"8/1/2014","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","31","0"
"8/1/2014","Rockville/Shady Grove","0.5 - 1 hr","Annual","13","0"
"8/1/2014","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","17","0"
"8/1/2014","Rockville/Shady Grove","1 - 1.5 hr","Annual","5","0"
"8/1/2014","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","3","0"
"8/1/2014","Rockville/Shady Grove","1.5 - 2 hr","Annual","2","0"
"8/1/2014","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","6","0"
"8/1/2014","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"8/1/2014","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","5","0"
"8/1/2014","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"8/1/2014","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","2","0"
"8/1/2014","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"8/1/2014","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","3","0"
"8/1/2014","Rockville/Shady Grove","5 - 24 hr","Annual","1","0"
"8/1/2014","Washington, DC","<0.5 hr","24-hr Pass","59353","0"
"8/1/2014","Washington, DC","<0.5 hr","Annual","201246","667573"
"8/1/2014","Washington, DC","0.5 - 1 hr","24-hr Pass","14277","0"
"8/1/2014","Washington, DC","0.5 - 1 hr","Annual","3965","0"
"8/1/2014","Washington, DC","1 - 1.5 hr","24-hr Pass","5585","0"
"8/1/2014","Washington, DC","1 - 1.5 hr","Annual","386","0"
"8/1/2014","Washington, DC","1.5 - 2 hr","24-hr Pass","3446","0"
"8/1/2014","Washington, DC","1.5 - 2 hr","Annual","126","0"
"8/1/2014","Washington, DC","2 - 3 hr","24-hr Pass","2524","0"
"8/1/2014","Washington, DC","2 - 3 hr","Annual","80","0"
"8/1/2014","Washington, DC","3 - 4 hr","24-hr Pass","730","0"
"8/1/2014","Washington, DC","3 - 4 hr","Annual","28","0"
"8/1/2014","Washington, DC","4 - 5 hr","24-hr Pass","239","0"
"8/1/2014","Washington, DC","4 - 5 hr","Annual","9","0"
"8/1/2014","Washington, DC","5 - 24 hr","24-hr Pass","233","0"
"8/1/2014","Washington, DC","5 - 24 hr","Annual","65","0"
"9/1/2014","Alexandria, VA","<0.5 hr","24-hr Pass","602","0"
"9/1/2014","Alexandria, VA","<0.5 hr","Annual","3887","10865"
"9/1/2014","Alexandria, VA","0.5 - 1 hr","24-hr Pass","210","0"
"9/1/2014","Alexandria, VA","0.5 - 1 hr","Annual","131","0"
"9/1/2014","Alexandria, VA","1 - 1.5 hr","24-hr Pass","107","0"
"9/1/2014","Alexandria, VA","1 - 1.5 hr","Annual","21","0"
"9/1/2014","Alexandria, VA","1.5 - 2 hr","24-hr Pass","57","0"
"9/1/2014","Alexandria, VA","1.5 - 2 hr","Annual","5","0"
"9/1/2014","Alexandria, VA","2 - 3 hr","24-hr Pass","50","0"
"9/1/2014","Alexandria, VA","2 - 3 hr","Annual","3","0"
"9/1/2014","Alexandria, VA","3 - 4 hr","24-hr Pass","13","0"
"9/1/2014","Alexandria, VA","3 - 4 hr","Annual","6","0"
"9/1/2014","Alexandria, VA","4 - 5 hr","24-hr Pass","7","0"
"9/1/2014","Alexandria, VA","4 - 5 hr","Annual","1","0"
"9/1/2014","Alexandria, VA","5 - 24 hr","24-hr Pass","7","0"
"9/1/2014","Alexandria, VA","5 - 24 hr","Annual","1","0"
"9/1/2014","Arlington, VA","<0.5 hr","24-hr Pass","2664","0"
"9/1/2014","Arlington, VA","<0.5 hr","Annual","20950","49314"
"9/1/2014","Arlington, VA","0.5 - 1 hr","24-hr Pass","907","0"
"9/1/2014","Arlington, VA","0.5 - 1 hr","Annual","665","0"
"9/1/2014","Arlington, VA","1 - 1.5 hr","24-hr Pass","346","0"
"9/1/2014","Arlington, VA","1 - 1.5 hr","Annual","59","0"
"9/1/2014","Arlington, VA","1.5 - 2 hr","24-hr Pass","193","0"
"9/1/2014","Arlington, VA","1.5 - 2 hr","Annual","16","0"
"9/1/2014","Arlington, VA","2 - 3 hr","24-hr Pass","122","0"
"9/1/2014","Arlington, VA","2 - 3 hr","Annual","12","0"
"9/1/2014","Arlington, VA","3 - 4 hr","24-hr Pass","41","0"
"9/1/2014","Arlington, VA","3 - 4 hr","Annual","3","0"
"9/1/2014","Arlington, VA","4 - 5 hr","24-hr Pass","25","0"
"9/1/2014","Arlington, VA","4 - 5 hr","Annual","2","0"
"9/1/2014","Arlington, VA","5 - 24 hr","24-hr Pass","27","0"
"9/1/2014","Arlington, VA","5 - 24 hr","Annual","7","0"
"9/1/2014","Rest of Montgomery County","<0.5 hr","24-hr Pass","305","0"
"9/1/2014","Rest of Montgomery County","<0.5 hr","Annual","3081","10655"
"9/1/2014","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","234","0"
"9/1/2014","Rest of Montgomery County","0.5 - 1 hr","Annual","256","0"
"9/1/2014","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","112","0"
"9/1/2014","Rest of Montgomery County","1 - 1.5 hr","Annual","41","0"
"9/1/2014","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","54","0"
"9/1/2014","Rest of Montgomery County","1.5 - 2 hr","Annual","11","0"
"9/1/2014","Rest of Montgomery County","2 - 3 hr","24-hr Pass","48","0"
"9/1/2014","Rest of Montgomery County","2 - 3 hr","Annual","4","0"
"9/1/2014","Rest of Montgomery County","3 - 4 hr","24-hr Pass","7","0"
"9/1/2014","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"9/1/2014","Rest of Montgomery County","4 - 5 hr","24-hr Pass","3","0"
"9/1/2014","Rest of Montgomery County","4 - 5 hr","Annual","1","0"
"9/1/2014","Rest of Montgomery County","5 - 24 hr","24-hr Pass","11","0"
"9/1/2014","Rest of Montgomery County","5 - 24 hr","Annual","3","0"
"9/1/2014","Rockville/Shady Grove","<0.5 hr","24-hr Pass","52","0"
"9/1/2014","Rockville/Shady Grove","<0.5 hr","Annual","570","1597"
"9/1/2014","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","30","0"
"9/1/2014","Rockville/Shady Grove","0.5 - 1 hr","Annual","12","0"
"9/1/2014","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","21","0"
"9/1/2014","Rockville/Shady Grove","1 - 1.5 hr","Annual","4","0"
"9/1/2014","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","6","0"
"9/1/2014","Rockville/Shady Grove","1.5 - 2 hr","Annual","1","0"
"9/1/2014","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","5","0"
"9/1/2014","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"9/1/2014","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","6","0"
"9/1/2014","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"9/1/2014","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"9/1/2014","Rockville/Shady Grove","4 - 5 hr","Annual","1","0"
"9/1/2014","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","0","0"
"9/1/2014","Rockville/Shady Grove","5 - 24 hr","Annual","1","0"
"9/1/2014","Washington, DC","<0.5 hr","24-hr Pass","39081","0"
"9/1/2014","Washington, DC","<0.5 hr","Annual","227176","605981"
"9/1/2014","Washington, DC","0.5 - 1 hr","24-hr Pass","10529","0"
"9/1/2014","Washington, DC","0.5 - 1 hr","Annual","4941","0"
"9/1/2014","Washington, DC","1 - 1.5 hr","24-hr Pass","4076","0"
"9/1/2014","Washington, DC","1 - 1.5 hr","Annual","467","0"
"9/1/2014","Washington, DC","1.5 - 2 hr","24-hr Pass","2325","0"
"9/1/2014","Washington, DC","1.5 - 2 hr","Annual","167","0"
"9/1/2014","Washington, DC","2 - 3 hr","24-hr Pass","1831","0"
"9/1/2014","Washington, DC","2 - 3 hr","Annual","103","0"
"9/1/2014","Washington, DC","3 - 4 hr","24-hr Pass","532","0"
"9/1/2014","Washington, DC","3 - 4 hr","Annual","44","0"
"9/1/2014","Washington, DC","4 - 5 hr","24-hr Pass","169","0"
"9/1/2014","Washington, DC","4 - 5 hr","Annual","22","0"
"9/1/2014","Washington, DC","5 - 24 hr","24-hr Pass","152","0"
"9/1/2014","Washington, DC","5 - 24 hr","Annual","120","0"
